Object_ID,Length,Gamma,1st_assignment,score1,2nd_assignment,score2,confidence
SRR7497167.19833,3199,0,NA,0,NA,0,0
SRR7497167.19834,2429,0,NA,0,NA,0,0
SRR7497167.19835,861,0,NA,0,NA,0,0
SRR7497167.19836,3282,0.000614251,5833,2,NA,0,1
SRR7497167.19837,2152,0,NA,0,NA,0,0
SRR7497167.19838,6232,0,NA,0,NA,0,0
SRR7497167.19839,845,0,NA,0,NA,0,0
SRR7497167.19840,8720,0,NA,0,NA,0,0
SRR7497167.19841,3523,0,NA,0,NA,0,0
SRR7497167.19842,2807,0,NA,0,NA,0,0
SRR7497167.19843,3105,0,NA,0,NA,0,0
SRR7497167.19844,2136,0,NA,0,NA,0,0
SRR7497167.19845,5127,0,NA,0,NA,0,0
SRR7497167.19846,4497,0,NA,0,NA,0,0
SRR7497167.19847,6508,0,NA,0,NA,0,0
SRR7497167.19848,8229,0,NA,0,NA,0,0
SRR7497167.19849,2931,0,NA,0,NA,0,0
SRR7497167.19850,3569,0,NA,0,NA,0,0
SRR7497167.19851,5461,0,NA,0,NA,0,0
SRR7497167.19852,3602,0,NA,0,NA,0,0
SRR7497167.19853,587,0,NA,0,NA,0,0
SRR7497167.19854,3074,0,NA,0,NA,0,0
SRR7497167.19855,2183,0,NA,0,NA,0,0
SRR7497167.19856,5202,0,NA,0,NA,0,0
SRR7497167.19857,4086,0,NA,0,NA,0,0
SRR7497167.19858,2039,0,NA,0,NA,0,0
SRR7497167.19859,970,0,NA,0,NA,0,0
SRR7497167.19860,4231,0,NA,0,NA,0,0
SRR7497167.19861,1812,0,NA,0,NA,0,0
SRR7497167.19862,558,0,NA,0,NA,0,0
SRR7497167.19863,3865,0,NA,0,NA,0,0
SRR7497167.19864,1860,0,NA,0,NA,0,0
SRR7497167.19865,695,0,NA,0,NA,0,0
SRR7497167.19866,4824,0,NA,0,NA,0,0
SRR7497167.19867,5617,0,NA,0,NA,0,0
SRR7497167.19868,5475,0,NA,0,NA,0,0
SRR7497167.19869,894,0,NA,0,NA,0,0
SRR7497167.19870,3416,0,NA,0,NA,0,0
SRR7497167.19871,8449,0,NA,0,NA,0,0
SRR7497167.19872,2916,0,NA,0,NA,0,0
SRR7497167.19873,3609,0,NA,0,NA,0,0
SRR7497167.19874,539,0,NA,0,NA,0,0
SRR7497167.19875,1498,0,NA,0,NA,0,0
SRR7497167.19876,4907,0,NA,0,NA,0,0
SRR7497167.19877,2120,0,NA,0,NA,0,0
SRR7497167.19878,1516,0,NA,0,NA,0,0
SRR7497167.19879,971,0,NA,0,NA,0,0
SRR7497167.19880,1986,0,NA,0,NA,0,0
SRR7497167.19881,2369,0,NA,0,NA,0,0
SRR7497167.19882,1419,0,NA,0,NA,0,0
SRR7497167.19883,565,0,NA,0,NA,0,0
SRR7497167.19884,2496,0,NA,0,NA,0,0
SRR7497167.19885,1666,0,NA,0,NA,0,0
SRR7497167.19886,7423,0,NA,0,NA,0,0
SRR7497167.19887,1180,0,NA,0,NA,0,0
SRR7497167.19888,2150,0,NA,0,NA,0,0
SRR7497167.19889,3170,0,NA,0,NA,0,0
SRR7497167.19890,466,0,NA,0,NA,0,0
SRR7497167.19891,5776,0,NA,0,NA,0,0
SRR7497167.19892,5665,0,NA,0,NA,0,0
SRR7497167.19893,7956,0,NA,0,NA,0,0
SRR7497167.19894,2223,0,NA,0,NA,0,0
SRR7497167.19895,1390,0,NA,0,NA,0,0
SRR7497167.19896,2268,0,NA,0,NA,0,0
SRR7497167.19897,10055,0,NA,0,NA,0,0
SRR7497167.19898,713,0,NA,0,NA,0,0
SRR7497167.19899,4566,0,NA,0,NA,0,0
SRR7497167.19900,1016,0,NA,0,NA,0,0
SRR7497167.19901,1760,0,NA,0,NA,0,0
SRR7497167.19902,4629,0,NA,0,NA,0,0
SRR7497167.19903,3009,0,NA,0,NA,0,0
SRR7497167.19904,1329,0,NA,0,NA,0,0
SRR7497167.19905,3690,0,NA,0,NA,0,0
SRR7497167.19906,3185,0,NA,0,NA,0,0
SRR7497167.19907,1985,0,NA,0,NA,0,0
SRR7497167.19908,10024,0,NA,0,NA,0,0
SRR7497167.19909,3376,0,NA,0,NA,0,0
SRR7497167.19910,1493,0,NA,0,NA,0,0
SRR7497167.19911,1360,0,NA,0,NA,0,0
SRR7497167.19912,4806,0,NA,0,NA,0,0
SRR7497167.19913,3242,0,NA,0,NA,0,0
SRR7497167.19914,5068,0,NA,0,NA,0,0
SRR7497167.19915,2532,0,NA,0,NA,0,0
SRR7497167.19916,3931,0,NA,0,NA,0,0
SRR7497167.19917,4019,0,NA,0,NA,0,0
SRR7497167.19918,1365,0.0112024,470,9,480,2,0.818182
SRR7497167.19919,2681,0,NA,0,NA,0,0
SRR7497167.19920,2611,0,NA,0,NA,0,0
SRR7497167.19921,5208,0,NA,0,NA,0,0
SRR7497167.19922,2327,0,NA,0,NA,0,0
SRR7497167.19923,1507,0.000675219,5501,1,NA,0,1
SRR7497167.19924,802,0,NA,0,NA,0,0
SRR7497167.19925,7932,0,NA,0,NA,0,0
SRR7497167.19926,3851,0,NA,0,NA,0,0
SRR7497167.19927,5074,0,NA,0,NA,0,0
SRR7497167.19928,9539,0,NA,0,NA,0,0
SRR7497167.19929,870,0,NA,0,NA,0,0
SRR7497167.19930,1323,0,NA,0,NA,0,0
SRR7497167.19931,4491,0.000223964,666,1,NA,0,1
SRR7497167.19932,864,0,NA,0,NA,0,0
SRR7497167.19933,3026,0,NA,0,NA,0,0
SRR7497167.19934,1791,0,NA,0,NA,0,0
SRR7497167.19935,951,0,NA,0,NA,0,0
SRR7497167.19936,7778,0,NA,0,NA,0,0
SRR7497167.19937,6409,0,NA,0,NA,0,0
SRR7497167.19938,1682,0,NA,0,NA,0,0
SRR7497167.19939,12560,0.000638264,5501,8,NA,0,1
SRR7497167.19940,832,0,NA,0,NA,0,0
SRR7497167.19941,8700,0,NA,0,NA,0,0
SRR7497167.19942,2120,0,NA,0,NA,0,0
SRR7497167.19943,4951,0,NA,0,NA,0,0
SRR7497167.19944,4013,0,NA,0,NA,0,0
SRR7497167.19945,5879,0,NA,0,NA,0,0
SRR7497167.19946,3508,0,NA,0,NA,0,0
SRR7497167.19947,467,0,NA,0,NA,0,0
SRR7497167.19948,910,0,NA,0,NA,0,0
SRR7497167.19949,2848,0,NA,0,NA,0,0
SRR7497167.19950,1857,0,NA,0,NA,0,0
SRR7497167.19951,7968,0,NA,0,NA,0,0
SRR7497167.19952,7039,0,NA,0,NA,0,0
SRR7497167.19953,5574,0,NA,0,NA,0,0
SRR7497167.19954,10601,0.000283688,5833,3,NA,0,1
SRR7497167.19955,6825,0,NA,0,NA,0,0
SRR7497167.19956,4927,0,NA,0,NA,0,0
SRR7497167.19957,1713,0,NA,0,NA,0,0
SRR7497167.19958,6959,0,NA,0,NA,0,0
SRR7497167.19959,4676,0,NA,0,NA,0,0
SRR7497167.19960,6423,0.00125059,562,8,NA,0,1
SRR7497167.19961,555,0,NA,0,NA,0,0
SRR7497167.19962,1040,0,NA,0,NA,0,0
SRR7497167.19963,6729,0,NA,0,NA,0,0
SRR7497167.19964,7982,0,NA,0,NA,0,0
SRR7497167.19965,731,0,NA,0,NA,0,0
SRR7497167.19966,1144,0,NA,0,NA,0,0
SRR7497167.19967,2128,0,NA,0,NA,0,0
SRR7497167.19968,7643,0.000131285,5833,1,NA,0,1
SRR7497167.19969,2160,0,NA,0,NA,0,0
SRR7497167.19970,3538,0,NA,0,NA,0,0
SRR7497167.19971,2579,0,NA,0,NA,0,0
SRR7497167.19972,1321,0,NA,0,NA,0,0
SRR7497167.19973,11200,0.000805441,5833,9,NA,0,1
SRR7497167.19974,1041,0,NA,0,NA,0,0
SRR7497167.19975,2791,0,NA,0,NA,0,0
SRR7497167.19976,526,0,NA,0,NA,0,0
SRR7497167.19977,3508,0,NA,0,NA,0,0
SRR7497167.19978,3769,0,NA,0,NA,0,0
SRR7497167.19979,1699,0,NA,0,NA,0,0
SRR7497167.19980,3691,0,NA,0,NA,0,0
SRR7497167.19981,985,0,NA,0,NA,0,0
SRR7497167.19982,7526,0,NA,0,NA,0,0
SRR7497167.19983,2125,0,NA,0,NA,0,0
SRR7497167.19984,665,0,NA,0,NA,0,0
SRR7497167.19985,6439,0,NA,0,NA,0,0
SRR7497167.19986,7960,0,NA,0,NA,0,0
SRR7497167.19987,8659,0,NA,0,NA,0,0
SRR7497167.19988,1419,0,NA,0,NA,0,0
SRR7497167.19989,7598,0,NA,0,NA,0,0
SRR7497167.19990,1813,0,NA,0,NA,0,0
SRR7497167.19991,3650,0,NA,0,NA,0,0
SRR7497167.19992,11608,0,NA,0,NA,0,0
SRR7497167.19993,1720,0,NA,0,NA,0,0
SRR7497167.19994,1300,0,NA,0,NA,0,0
SRR7497167.19995,2801,0,NA,0,NA,0,0
SRR7497167.19996,1165,0,NA,0,NA,0,0
SRR7497167.19997,1868,0,NA,0,NA,0,0
SRR7497167.19998,920,0,NA,0,NA,0,0
SRR7497167.19999,464,0,NA,0,NA,0,0
SRR7497167.20000,1017,0,NA,0,NA,0,0
SRR7497167.20001,6421,0,NA,0,NA,0,0
SRR7497167.20002,3327,0,NA,0,NA,0,0
SRR7497167.20003,11109,0,NA,0,NA,0,0
SRR7497167.20004,2049,0,NA,0,NA,0,0
SRR7497167.20005,2144,0,NA,0,NA,0,0
SRR7497167.20006,1121,0,NA,0,NA,0,0
SRR7497167.20007,9146,0,NA,0,NA,0,0
SRR7497167.20008,1233,0,NA,0,NA,0,0
SRR7497167.20009,1557,0,NA,0,NA,0,0
SRR7497167.20010,14246,0,NA,0,NA,0,0
SRR7497167.20011,2974,0,NA,0,NA,0,0
SRR7497167.20012,751,0,NA,0,NA,0,0
SRR7497167.20013,1183,0,NA,0,NA,0,0
SRR7497167.20014,1689,0,NA,0,NA,0,0
SRR7497167.20015,2206,0,NA,0,NA,0,0
SRR7497167.20016,3493,0,NA,0,NA,0,0
SRR7497167.20017,755,0,NA,0,NA,0,0
SRR7497167.20018,3743,0,NA,0,NA,0,0
SRR7497167.20019,1086,0,NA,0,NA,0,0
SRR7497167.20020,5845,0,NA,0,NA,0,0
SRR7497167.20021,679,0,NA,0,NA,0,0
SRR7497167.20022,6718,0,NA,0,NA,0,0
SRR7497167.20023,10483,0,NA,0,NA,0,0
SRR7497167.20024,4959,0,NA,0,NA,0,0
SRR7497167.20025,3216,0,NA,0,NA,0,0
SRR7497167.20026,541,0,NA,0,NA,0,0
SRR7497167.20027,651,0,NA,0,NA,0,0
SRR7497167.20028,894,0,NA,0,NA,0,0
SRR7497167.20029,2529,0,NA,0,NA,0,0
SRR7497167.20030,4627,0,NA,0,NA,0,0
SRR7497167.20031,880,0,NA,0,NA,0,0
SRR7497167.20032,2007,0,NA,0,NA,0,0
SRR7497167.20033,2823,0,NA,0,NA,0,0
SRR7497167.20034,2562,0,NA,0,NA,0,0
SRR7497167.20035,5207,0,NA,0,NA,0,0
SRR7497167.20036,2893,0,NA,0,NA,0,0
SRR7497167.20037,6626,0,NA,0,NA,0,0
SRR7497167.20038,5374,0,NA,0,NA,0,0
SRR7497167.20039,511,0,NA,0,NA,0,0
SRR7497167.20040,2189,0,NA,0,NA,0,0
SRR7497167.20041,6000,0,NA,0,NA,0,0
SRR7497167.20042,10698,0,NA,0,NA,0,0
SRR7497167.20043,5923,0,NA,0,NA,0,0
SRR7497167.20044,6212,0,NA,0,NA,0,0
SRR7497167.20045,11654,0,NA,0,NA,0,0
SRR7497167.20046,704,0,NA,0,NA,0,0
SRR7497167.20047,7655,0,NA,0,NA,0,0
SRR7497167.20048,2290,0,NA,0,NA,0,0
SRR7497167.20049,3146,0,NA,0,NA,0,0
SRR7497167.20050,6646,0,NA,0,NA,0,0
SRR7497167.20051,2191,0,NA,0,NA,0,0
SRR7497167.20052,11418,8.77809e-05,1280,1,NA,0,1
SRR7497167.20053,9915,0.00121347,5833,12,NA,0,1
SRR7497167.20054,1858,0,NA,0,NA,0,0
SRR7497167.20055,4228,0,NA,0,NA,0,0
SRR7497167.20056,5988,0,NA,0,NA,0,0
SRR7497167.20057,2851,0,NA,0,NA,0,0
SRR7497167.20058,6174,0,NA,0,NA,0,0
SRR7497167.20059,2207,0,NA,0,NA,0,0
SRR7497167.20060,5631,0,NA,0,NA,0,0
SRR7497167.20061,1657,0,NA,0,NA,0,0
SRR7497167.20062,797,0,NA,0,NA,0,0
SRR7497167.20063,1744,0,NA,0,NA,0,0
SRR7497167.20064,3133,0,NA,0,NA,0,0
SRR7497167.20065,8470,0,NA,0,NA,0,0
SRR7497167.20066,6157,0,NA,0,NA,0,0
SRR7497167.20067,423,0,NA,0,NA,0,0
SRR7497167.20068,4538,0,NA,0,NA,0,0
SRR7497167.20069,2949,0,NA,0,NA,0,0
SRR7497167.20070,4076,0,NA,0,NA,0,0
SRR7497167.20071,2527,0,NA,0,NA,0,0
SRR7497167.20072,1533,0,NA,0,NA,0,0
SRR7497167.20073,3220,0,NA,0,NA,0,0
SRR7497167.20074,1646,0,NA,0,NA,0,0
SRR7497167.20075,475,0,NA,0,NA,0,0
SRR7497167.20076,8952,0,NA,0,NA,0,0
SRR7497167.20077,2554,0,NA,0,NA,0,0
SRR7497167.20078,6117,0,NA,0,NA,0,0
SRR7497167.20079,835,0,NA,0,NA,0,0
SRR7497167.20080,1833,0,NA,0,NA,0,0
SRR7497167.20081,3047,0,NA,0,NA,0,0
SRR7497167.20082,2742,0,NA,0,NA,0,0
SRR7497167.20083,6887,0,NA,0,NA,0,0
SRR7497167.20084,4029,0,NA,0,NA,0,0
SRR7497167.20085,2071,0,NA,0,NA,0,0
SRR7497167.20086,3886,0,NA,0,NA,0,0
SRR7497167.20087,1742,0,NA,0,NA,0,0
SRR7497167.20088,1100,0,NA,0,NA,0,0
SRR7497167.20089,5508,0,NA,0,NA,0,0
SRR7497167.20090,5126,0,NA,0,NA,0,0
SRR7497167.20091,7092,0,NA,0,NA,0,0
SRR7497167.20092,2529,0,NA,0,NA,0,0
SRR7497167.20093,7337,0,NA,0,NA,0,0
SRR7497167.20094,2041,0,NA,0,NA,0,0
SRR7497167.20095,1040,0,NA,0,NA,0,0
SRR7497167.20096,10022,0,NA,0,NA,0,0
SRR7497167.20097,8751,0,NA,0,NA,0,0
SRR7497167.20098,2854,0,NA,0,NA,0,0
SRR7497167.20099,830,0,NA,0,NA,0,0
SRR7497167.20100,4595,0,NA,0,NA,0,0
SRR7497167.20101,6390,0,NA,0,NA,0,0
SRR7497167.20102,8796,0,NA,0,NA,0,0
SRR7497167.20103,2578,0,NA,0,NA,0,0
SRR7497167.20104,2761,0,NA,0,NA,0,0
SRR7497167.20105,4080,0,NA,0,NA,0,0
SRR7497167.20106,6901,0.000290909,1639,1,1280,1,0.5
SRR7497167.20107,494,0,NA,0,NA,0,0
SRR7497167.20108,5161,0,NA,0,NA,0,0
SRR7497167.20109,2704,0,NA,0,NA,0,0
SRR7497167.20110,4539,0,NA,0,NA,0,0
SRR7497167.20111,4607,0,NA,0,NA,0,0
SRR7497167.20112,1350,0,NA,0,NA,0,0
SRR7497167.20113,1993,0,NA,0,NA,0,0
SRR7497167.20114,2582,0,NA,0,NA,0,0
SRR7497167.20115,3672,0,NA,0,NA,0,0
SRR7497167.20116,2068,0,NA,0,NA,0,0
SRR7497167.20117,2123,0,NA,0,NA,0,0
SRR7497167.20118,5364,0,NA,0,NA,0,0
SRR7497167.20119,4768,0.000632644,5833,3,NA,0,1
SRR7497167.20120,8290,0.000484027,550,3,28901,1,0.75
SRR7497167.20121,1043,0,NA,0,NA,0,0
SRR7497167.20122,2961,0,NA,0,NA,0,0
SRR7497167.20123,2242,0,NA,0,NA,0,0
SRR7497167.20124,3487,0,NA,0,NA,0,0
SRR7497167.20125,3852,0,NA,0,NA,0,0
SRR7497167.20126,362,0,NA,0,NA,0,0
SRR7497167.20127,8538,0,NA,0,NA,0,0
SRR7497167.20128,1809,0,NA,0,NA,0,0
SRR7497167.20129,1587,0,NA,0,NA,0,0
SRR7497167.20130,2638,0,NA,0,NA,0,0
SRR7497167.20131,4399,0,NA,0,NA,0,0
SRR7497167.20132,6475,0,NA,0,NA,0,0
SRR7497167.20133,7868,0,NA,0,NA,0,0
SRR7497167.20134,2184,0,NA,0,NA,0,0
SRR7497167.20135,3270,0,NA,0,NA,0,0
SRR7497167.20136,8007,0,NA,0,NA,0,0
SRR7497167.20137,2662,0,NA,0,NA,0,0
SRR7497167.20138,9955,0,NA,0,NA,0,0
SRR7497167.20139,960,0,NA,0,NA,0,0
SRR7497167.20140,409,0,NA,0,NA,0,0
SRR7497167.20141,7761,0,NA,0,NA,0,0
SRR7497167.20142,3723,0,NA,0,NA,0,0
SRR7497167.20143,1380,0,NA,0,NA,0,0
SRR7497167.20144,11296,0,NA,0,NA,0,0
SRR7497167.20145,6892,0,NA,0,NA,0,0
SRR7497167.20146,7438,0,NA,0,NA,0,0
SRR7497167.20147,9619,0,NA,0,NA,0,0
SRR7497167.20148,6537,0,NA,0,NA,0,0
SRR7497167.20149,2075,0,NA,0,NA,0,0
SRR7497167.20150,6627,0,NA,0,NA,0,0
SRR7497167.20151,3355,0,NA,0,NA,0,0
SRR7497167.20152,476,0,NA,0,NA,0,0
SRR7497167.20153,4637,0,NA,0,NA,0,0
SRR7497167.20154,3085,0.000653808,5501,2,NA,0,1
SRR7497167.20155,6299,0,NA,0,NA,0,0
SRR7497167.20156,2185,0.00185271,5833,4,NA,0,1
SRR7497167.20157,5141,0,NA,0,NA,0,0
SRR7497167.20158,4703,0,NA,0,NA,0,0
SRR7497167.20159,9811,0,NA,0,NA,0,0
SRR7497167.20160,470,0,NA,0,NA,0,0
SRR7497167.20161,2005,0,NA,0,NA,0,0
SRR7497167.20162,7894,0,NA,0,NA,0,0
SRR7497167.20163,2351,0,NA,0,NA,0,0
SRR7497167.20164,2399,0,NA,0,NA,0,0
SRR7497167.20165,2955,0,NA,0,NA,0,0
SRR7497167.20166,497,0,NA,0,NA,0,0
SRR7497167.20167,2763,0,NA,0,NA,0,0
SRR7497167.20168,2267,0,NA,0,NA,0,0
SRR7497167.20169,1352,0,NA,0,NA,0,0
SRR7497167.20170,5398,0,NA,0,NA,0,0
SRR7497167.20171,6913,0,NA,0,NA,0,0
SRR7497167.20172,2174,0.0018622,5833,4,NA,0,1
SRR7497167.20173,6194,0,NA,0,NA,0,0
SRR7497167.20174,6591,0,NA,0,NA,0,0
SRR7497167.20175,7439,0,NA,0,NA,0,0
SRR7497167.20176,1547,0,NA,0,NA,0,0
SRR7497167.20177,1961,0,NA,0,NA,0,0
SRR7497167.20178,6256,0,NA,0,NA,0,0
SRR7497167.20179,635,0,NA,0,NA,0,0
SRR7497167.20180,1204,0,NA,0,NA,0,0
SRR7497167.20181,628,0,NA,0,NA,0,0
SRR7497167.20182,4739,0,NA,0,NA,0,0
SRR7497167.20183,7612,0,NA,0,NA,0,0
SRR7497167.20184,801,0,NA,0,NA,0,0
SRR7497167.20185,6481,0,NA,0,NA,0,0
SRR7497167.20186,3133,0,NA,0,NA,0,0
SRR7497167.20187,1568,0,NA,0,NA,0,0
SRR7497167.20188,1931,0,NA,0,NA,0,0
SRR7497167.20189,8437,0,NA,0,NA,0,0
SRR7497167.20190,2519,0,NA,0,NA,0,0
SRR7497167.20191,6019,0,NA,0,NA,0,0
SRR7497167.20192,2413,0,NA,0,NA,0,0
SRR7497167.20193,5476,0,NA,0,NA,0,0
SRR7497167.20194,6832,0,NA,0,NA,0,0
SRR7497167.20195,6918,0,NA,0,NA,0,0
SRR7497167.20196,632,0,NA,0,NA,0,0
SRR7497167.20197,2790,0,NA,0,NA,0,0
SRR7497167.20198,438,0,NA,0,NA,0,0
SRR7497167.20199,3531,0,NA,0,NA,0,0
SRR7497167.20200,3427,0,NA,0,NA,0,0
SRR7497167.20201,1582,0,NA,0,NA,0,0
SRR7497167.20202,2649,0,NA,0,NA,0,0
SRR7497167.20203,4819,0,NA,0,NA,0,0
SRR7497167.20204,4321,0,NA,0,NA,0,0
SRR7497167.20205,6920,0,NA,0,NA,0,0
SRR7497167.20206,7683,0,NA,0,NA,0,0
SRR7497167.20207,1642,0,NA,0,NA,0,0
SRR7497167.20208,7918,0,NA,0,NA,0,0
SRR7497167.20209,4292,0,NA,0,NA,0,0
SRR7497167.20210,2156,0,NA,0,NA,0,0
SRR7497167.20211,7787,0,NA,0,NA,0,0
SRR7497167.20212,12803,0,NA,0,NA,0,0
SRR7497167.20213,1149,0,NA,0,NA,0,0
SRR7497167.20214,5264,0,NA,0,NA,0,0
SRR7497167.20215,3011,0,NA,0,NA,0,0
SRR7497167.20216,4310,0,NA,0,NA,0,0
SRR7497167.20217,562,0,NA,0,NA,0,0
SRR7497167.20218,2029,0,NA,0,NA,0,0
SRR7497167.20219,1347,0,NA,0,NA,0,0
SRR7497167.20220,3411,0,NA,0,NA,0,0
SRR7497167.20221,2036,0,NA,0,NA,0,0
SRR7497167.20222,484,0,NA,0,NA,0,0
SRR7497167.20223,800,0,NA,0,NA,0,0
SRR7497167.20224,10415,0,NA,0,NA,0,0
SRR7497167.20225,9855,0,NA,0,NA,0,0
SRR7497167.20226,755,0,NA,0,NA,0,0
SRR7497167.20227,601,0,NA,0,NA,0,0
SRR7497167.20228,1570,0,NA,0,NA,0,0
SRR7497167.20229,9223,0,NA,0,NA,0,0
SRR7497167.20230,2342,0,NA,0,NA,0,0
SRR7497167.20231,470,0,NA,0,NA,0,0
SRR7497167.20232,3221,0,NA,0,NA,0,0
SRR7497167.20233,8043,0,NA,0,NA,0,0
SRR7497167.20234,7662,0,NA,0,NA,0,0
SRR7497167.20235,614,0,NA,0,NA,0,0
SRR7497167.20236,4146,0,NA,0,NA,0,0
SRR7497167.20237,4184,0,NA,0,NA,0,0
SRR7497167.20238,1687,0,NA,0,NA,0,0
SRR7497167.20239,921,0,NA,0,NA,0,0
SRR7497167.20240,1294,0,NA,0,NA,0,0
SRR7497167.20241,2194,0,NA,0,NA,0,0
SRR7497167.20242,9482,0,NA,0,NA,0,0
SRR7497167.20243,915,0,NA,0,NA,0,0
SRR7497167.20244,1359,0,NA,0,NA,0,0
SRR7497167.20245,1261,0,NA,0,NA,0,0
SRR7497167.20246,4229,0,NA,0,NA,0,0
SRR7497167.20247,3973,0,NA,0,NA,0,0
SRR7497167.20248,3085,0,NA,0,NA,0,0
SRR7497167.20249,13348,0,NA,0,NA,0,0
SRR7497167.20250,5217,0,NA,0,NA,0,0
SRR7497167.20251,10305,0,NA,0,NA,0,0
SRR7497167.20252,8891,0,NA,0,NA,0,0
SRR7497167.20253,3053,0,NA,0,NA,0,0
SRR7497167.20254,1129,0,NA,0,NA,0,0
SRR7497167.20255,10927,0,NA,0,NA,0,0
SRR7497167.20256,4062,0,NA,0,NA,0,0
SRR7497167.20257,3988,0,NA,0,NA,0,0
SRR7497167.20258,2042,0,NA,0,NA,0,0
SRR7497167.20259,1684,0,NA,0,NA,0,0
SRR7497167.20260,2402,0,NA,0,NA,0,0
SRR7497167.20261,973,0,NA,0,NA,0,0
SRR7497167.20262,3284,0,NA,0,NA,0,0
SRR7497167.20263,482,0,NA,0,NA,0,0
SRR7497167.20264,537,0,NA,0,NA,0,0
SRR7497167.20265,4488,0,NA,0,NA,0,0
SRR7497167.20266,7972,0,NA,0,NA,0,0
SRR7497167.20267,1047,0.00391773,5833,4,NA,0,1
SRR7497167.20268,7347,0,NA,0,NA,0,0
SRR7497167.20269,1769,0,NA,0,NA,0,0
SRR7497167.20270,12675,0,NA,0,NA,0,0
SRR7497167.20271,1651,0,NA,0,NA,0,0
SRR7497167.20272,7389,0,NA,0,NA,0,0
SRR7497167.20273,2703,0,NA,0,NA,0,0
SRR7497167.20274,2313,0,NA,0,NA,0,0
SRR7497167.20275,7541,0,NA,0,NA,0,0
SRR7497167.20276,3997,0.0010073,5501,4,NA,0,1
SRR7497167.20277,793,0,NA,0,NA,0,0
SRR7497167.20278,1527,0.0253165,5501,28,5833,10,0.736842
SRR7497167.20279,524,0,NA,0,NA,0,0
SRR7497167.20280,3492,0,NA,0,NA,0,0
SRR7497167.20281,4925,0,NA,0,NA,0,0
SRR7497167.20282,723,0,NA,0,NA,0,0
SRR7497167.20283,687,0,NA,0,NA,0,0
SRR7497167.20284,8374,0,NA,0,NA,0,0
SRR7497167.20285,3452,0,NA,0,NA,0,0
SRR7497167.20286,898,0,NA,0,NA,0,0
SRR7497167.20287,1957,0,NA,0,NA,0,0
SRR7497167.20288,3038,0,NA,0,NA,0,0
SRR7497167.20289,344,0,NA,0,NA,0,0
SRR7497167.20290,5410,0,NA,0,NA,0,0
SRR7497167.20291,7217,0,NA,0,NA,0,0
SRR7497167.20292,3122,0,NA,0,NA,0,0
SRR7497167.20293,1970,0,NA,0,NA,0,0
SRR7497167.20294,1970,0,NA,0,NA,0,0
SRR7497167.20295,7167,0,NA,0,NA,0,0
SRR7497167.20296,3976,0,NA,0,NA,0,0
SRR7497167.20297,2684,0,NA,0,NA,0,0
SRR7497167.20298,8313,0,NA,0,NA,0,0
SRR7497167.20299,6394,0,NA,0,NA,0,0
SRR7497167.20300,4324,0,NA,0,NA,0,0
SRR7497167.20301,7781,0,NA,0,NA,0,0
SRR7497167.20302,2229,0,NA,0,NA,0,0
SRR7497167.20303,1497,0,NA,0,NA,0,0
SRR7497167.20304,2099,0,NA,0,NA,0,0
SRR7497167.20305,4088,0,NA,0,NA,0,0
SRR7497167.20306,3617,0,NA,0,NA,0,0
SRR7497167.20307,5521,0,NA,0,NA,0,0
SRR7497167.20308,2784,0,NA,0,NA,0,0
SRR7497167.20309,4567,0,NA,0,NA,0,0
SRR7497167.20310,1081,0,NA,0,NA,0,0
SRR7497167.20311,7016,0,NA,0,NA,0,0
SRR7497167.20312,9321,0,NA,0,NA,0,0
SRR7497167.20313,8527,0,NA,0,NA,0,0
SRR7497167.20314,4179,0,NA,0,NA,0,0
SRR7497167.20315,1560,0,NA,0,NA,0,0
SRR7497167.20316,2508,0,NA,0,NA,0,0
SRR7497167.20317,793,0,NA,0,NA,0,0
SRR7497167.20318,9399,0,NA,0,NA,0,0
SRR7497167.20319,6200,0,NA,0,NA,0,0
SRR7497167.20320,586,0,NA,0,NA,0,0
SRR7497167.20321,15178,0,NA,0,NA,0,0
SRR7497167.20322,1461,0,NA,0,NA,0,0
SRR7497167.20323,9427,0,NA,0,NA,0,0
SRR7497167.20324,5926,0,NA,0,NA,0,0
SRR7497167.20325,3570,0.00197517,5501,7,NA,0,1
SRR7497167.20326,4941,0,NA,0,NA,0,0
SRR7497167.20327,609,0,NA,0,NA,0,0
SRR7497167.20328,3895,0,NA,0,NA,0,0
SRR7497167.20329,3934,0,NA,0,NA,0,0
SRR7497167.20330,374,0,NA,0,NA,0,0
SRR7497167.20331,905,0,NA,0,NA,0,0
SRR7497167.20332,942,0,NA,0,NA,0,0
SRR7497167.20333,4452,0,NA,0,NA,0,0
SRR7497167.20334,4592,0.00109505,5833,5,NA,0,1
SRR7497167.20335,5162,0.000194704,5501,1,NA,0,1
SRR7497167.20336,447,0,NA,0,NA,0,0
SRR7497167.20337,1225,0,NA,0,NA,0,0
SRR7497167.20338,4845,0,NA,0,NA,0,0
SRR7497167.20339,1353,0,NA,0,NA,0,0
SRR7497167.20340,2048,0,NA,0,NA,0,0
SRR7497167.20341,10526,9.52381e-05,5501,1,NA,0,1
SRR7497167.20342,8232,0,NA,0,NA,0,0
SRR7497167.20343,1388,0,NA,0,NA,0,0
SRR7497167.20344,6308,0,NA,0,NA,0,0
SRR7497167.20345,6180,0,NA,0,NA,0,0
SRR7497167.20346,3408,0,NA,0,NA,0,0
SRR7497167.20347,5541,0.00271985,5501,15,NA,0,1
