Object_ID, Length, Assignment
SRR7497167.210350,1500,NA
SRR7497167.210351,11743,NA
SRR7497167.210352,556,NA
SRR7497167.210353,1999,NA
SRR7497167.210354,3753,NA
SRR7497167.210355,6052,NA
SRR7497167.210356,3690,NA
SRR7497167.210357,4757,NA
SRR7497167.210358,8762,NA
SRR7497167.210359,8575,NA
SRR7497167.210360,905,NA
SRR7497167.210361,9127,NA
SRR7497167.210362,1806,NA
SRR7497167.210363,1481,NA
SRR7497167.210364,6813,NA
SRR7497167.210365,751,NA
SRR7497167.210366,10635,NA
SRR7497167.210367,7030,NA
SRR7497167.210368,10564,NA
SRR7497167.210369,3485,NA
SRR7497167.210370,3203,NA
SRR7497167.210371,1045,NA
SRR7497167.210372,10991,NA
SRR7497167.210373,663,NA
SRR7497167.210374,4265,NA
SRR7497167.210375,2481,NA
SRR7497167.210376,2352,NA
SRR7497167.210377,2299,NA
SRR7497167.210378,5412,NA
SRR7497167.210379,6866,NA
SRR7497167.210380,5447,NA
SRR7497167.210381,7213,NA
SRR7497167.210382,3643,NA
SRR7497167.210383,3639,NA
SRR7497167.210384,1188,NA
SRR7497167.210385,710,NA
SRR7497167.210386,1225,NA
SRR7497167.210387,4675,NA
SRR7497167.210388,1352,NA
SRR7497167.210389,686,NA
SRR7497167.210390,9737,NA
SRR7497167.210391,2325,NA
SRR7497167.210392,4715,NA
SRR7497167.210393,8432,470
SRR7497167.210394,5105,5833
SRR7497167.210395,6718,NA
SRR7497167.210396,4597,NA
SRR7497167.210397,4919,NA
SRR7497167.210398,4769,NA
SRR7497167.210399,2413,NA
SRR7497167.210400,9549,NA
SRR7497167.210401,7759,NA
SRR7497167.210402,974,NA
SRR7497167.210403,6227,NA
SRR7497167.210404,2588,NA
SRR7497167.210405,5463,NA
SRR7497167.210406,4153,NA
SRR7497167.210407,2929,NA
SRR7497167.210408,12486,NA
SRR7497167.210409,4469,NA
SRR7497167.210410,1531,NA
SRR7497167.210411,2476,NA
SRR7497167.210412,8577,NA
SRR7497167.210413,1646,NA
SRR7497167.210414,2510,NA
SRR7497167.210415,2207,NA
SRR7497167.210416,725,NA
SRR7497167.210417,10846,NA
SRR7497167.210418,581,NA
SRR7497167.210419,571,NA
SRR7497167.210420,9823,NA
SRR7497167.210421,7834,NA
SRR7497167.210422,8286,NA
SRR7497167.210423,1821,NA
SRR7497167.210424,4757,NA
SRR7497167.210425,1655,NA
SRR7497167.210426,725,NA
SRR7497167.210427,525,NA
SRR7497167.210428,9474,NA
SRR7497167.210429,1272,NA
SRR7497167.210430,1882,NA
SRR7497167.210431,838,NA
SRR7497167.210432,2189,NA
SRR7497167.210433,977,NA
SRR7497167.210434,1796,NA
SRR7497167.210435,4951,NA
SRR7497167.210436,1472,NA
SRR7497167.210437,8498,NA
SRR7497167.210438,8523,NA
SRR7497167.210439,4431,NA
SRR7497167.210440,3819,NA
SRR7497167.210441,3193,NA
SRR7497167.210442,2501,NA
SRR7497167.210443,3909,NA
SRR7497167.210444,2579,NA
SRR7497167.210445,5497,NA
SRR7497167.210446,582,NA
SRR7497167.210447,1747,NA
SRR7497167.210448,2237,NA
SRR7497167.210449,962,NA
SRR7497167.210450,5266,NA
SRR7497167.210451,3151,NA
SRR7497167.210452,3338,NA
SRR7497167.210453,5525,NA
SRR7497167.210454,2657,NA
SRR7497167.210455,2487,NA
SRR7497167.210456,1426,NA
SRR7497167.210457,6485,5501
SRR7497167.210458,7226,NA
SRR7497167.210459,1913,NA
SRR7497167.210460,2105,NA
SRR7497167.210461,8397,NA
SRR7497167.210462,7800,NA
SRR7497167.210463,1495,NA
SRR7497167.210464,4463,5501
SRR7497167.210465,11558,NA
SRR7497167.210466,333,NA
SRR7497167.210467,3707,NA
SRR7497167.210468,6013,NA
SRR7497167.210469,607,NA
SRR7497167.210470,6113,NA
SRR7497167.210471,2033,NA
SRR7497167.210472,3611,NA
SRR7497167.210473,2249,NA
SRR7497167.210474,6678,NA
SRR7497167.210475,1139,NA
SRR7497167.210476,9295,NA
SRR7497167.210477,4479,NA
SRR7497167.210478,2096,NA
SRR7497167.210479,492,NA
SRR7497167.210480,9810,NA
SRR7497167.210481,6250,562
SRR7497167.210482,5376,NA
SRR7497167.210483,2793,NA
SRR7497167.210484,6783,NA
SRR7497167.210485,3111,NA
SRR7497167.210486,1086,NA
SRR7497167.210487,2943,NA
SRR7497167.210488,9833,NA
SRR7497167.210489,4340,NA
SRR7497167.210490,8408,562
SRR7497167.210491,4726,NA
SRR7497167.210492,1461,NA
SRR7497167.210493,7392,NA
SRR7497167.210494,3934,NA
SRR7497167.210495,4544,NA
SRR7497167.210496,3384,NA
SRR7497167.210497,1886,NA
SRR7497167.210498,994,NA
SRR7497167.210499,2291,NA
SRR7497167.210500,1250,NA
SRR7497167.210501,1729,NA
SRR7497167.210502,4809,NA
SRR7497167.210503,2862,NA
SRR7497167.210504,6838,NA
SRR7497167.210505,6616,NA
SRR7497167.210506,1832,NA
SRR7497167.210507,6278,NA
SRR7497167.210508,13688,NA
SRR7497167.210509,4904,NA
SRR7497167.210510,382,NA
SRR7497167.210511,958,NA
SRR7497167.210512,4111,NA
SRR7497167.210513,4174,NA
SRR7497167.210514,802,NA
SRR7497167.210515,1621,NA
SRR7497167.210516,1153,NA
SRR7497167.210517,5909,NA
SRR7497167.210518,524,NA
SRR7497167.210519,1982,NA
SRR7497167.210520,7973,NA
SRR7497167.210521,3514,NA
SRR7497167.210522,2399,NA
SRR7497167.210523,339,NA
SRR7497167.210524,10388,NA
SRR7497167.210525,10035,NA
SRR7497167.210526,2493,NA
SRR7497167.210527,3427,NA
SRR7497167.210528,6308,NA
SRR7497167.210529,6408,NA
SRR7497167.210530,2143,NA
SRR7497167.210531,3256,NA
SRR7497167.210532,956,NA
SRR7497167.210533,4499,NA
SRR7497167.210534,2251,NA
SRR7497167.210535,8678,NA
SRR7497167.210536,383,NA
SRR7497167.210537,1753,NA
SRR7497167.210538,2369,NA
SRR7497167.210539,4436,NA
SRR7497167.210540,1134,NA
SRR7497167.210541,6416,NA
SRR7497167.210542,3545,NA
SRR7497167.210543,7790,NA
SRR7497167.210544,2787,NA
SRR7497167.210545,7791,NA
SRR7497167.210546,644,NA
SRR7497167.210547,6220,NA
SRR7497167.210548,4588,NA
SRR7497167.210549,2197,NA
SRR7497167.210550,438,NA
SRR7497167.210551,6584,NA
SRR7497167.210552,8320,NA
SRR7497167.210553,2523,NA
SRR7497167.210554,2570,NA
SRR7497167.210555,3082,NA
SRR7497167.210556,763,NA
SRR7497167.210557,8912,NA
SRR7497167.210558,10147,5833
SRR7497167.210559,2571,NA
SRR7497167.210560,1231,NA
SRR7497167.210561,10526,NA
SRR7497167.210562,1452,NA
SRR7497167.210563,4661,NA
SRR7497167.210564,2876,NA
SRR7497167.210565,3570,NA
SRR7497167.210566,3405,NA
SRR7497167.210567,5375,NA
SRR7497167.210568,1374,NA
SRR7497167.210569,1207,NA
SRR7497167.210570,10632,NA
SRR7497167.210571,3242,NA
SRR7497167.210572,405,NA
SRR7497167.210573,5362,NA
SRR7497167.210574,2249,NA
SRR7497167.210575,11763,5833
SRR7497167.210576,6708,NA
SRR7497167.210577,2318,NA
SRR7497167.210578,1615,NA
SRR7497167.210579,1112,NA
SRR7497167.210580,6979,NA
SRR7497167.210581,697,NA
SRR7497167.210582,1026,NA
SRR7497167.210583,11504,NA
SRR7497167.210584,3086,NA
SRR7497167.210585,7989,NA
SRR7497167.210586,5469,NA
SRR7497167.210587,1086,NA
SRR7497167.210588,5469,NA
SRR7497167.210589,687,NA
SRR7497167.210590,574,NA
SRR7497167.210591,1784,NA
SRR7497167.210592,5809,NA
SRR7497167.210593,4220,NA
SRR7497167.210594,848,NA
SRR7497167.210595,1524,NA
SRR7497167.210596,5697,NA
SRR7497167.210597,2546,NA
SRR7497167.210598,1216,NA
SRR7497167.210599,7216,NA
SRR7497167.210600,2114,NA
SRR7497167.210601,4013,NA
SRR7497167.210602,15613,NA
SRR7497167.210603,3504,5833
SRR7497167.210604,1293,NA
SRR7497167.210605,6609,NA
SRR7497167.210606,593,NA
SRR7497167.210607,1055,NA
SRR7497167.210608,2985,NA
SRR7497167.210609,13494,NA
SRR7497167.210610,3235,NA
SRR7497167.210611,7447,NA
SRR7497167.210612,2866,NA
SRR7497167.210613,1690,NA
SRR7497167.210614,661,NA
SRR7497167.210615,7663,NA
SRR7497167.210616,4219,NA
SRR7497167.210617,8288,NA
SRR7497167.210618,7147,NA
SRR7497167.210619,2334,NA
SRR7497167.210620,816,NA
SRR7497167.210621,5448,NA
SRR7497167.210622,3952,NA
SRR7497167.210623,1339,NA
SRR7497167.210624,1738,NA
SRR7497167.210625,5072,NA
SRR7497167.210626,2129,NA
SRR7497167.210627,3397,NA
SRR7497167.210628,1808,NA
SRR7497167.210629,3625,NA
SRR7497167.210630,4158,NA
SRR7497167.210631,7902,1313
SRR7497167.210632,1822,NA
SRR7497167.210633,652,NA
SRR7497167.210634,2812,480
SRR7497167.210635,1125,NA
SRR7497167.210636,4783,NA
SRR7497167.210637,1301,NA
SRR7497167.210638,4416,NA
SRR7497167.210639,3969,NA
SRR7497167.210640,4237,NA
SRR7497167.210641,1892,NA
SRR7497167.210642,3397,5833
SRR7497167.210643,1901,NA
SRR7497167.210644,4096,NA
SRR7497167.210645,3421,NA
SRR7497167.210646,2082,NA
SRR7497167.210647,9482,NA
SRR7497167.210648,2088,NA
SRR7497167.210649,2410,NA
SRR7497167.210650,1973,NA
SRR7497167.210651,1027,NA
SRR7497167.210652,6483,NA
SRR7497167.210653,1102,NA
SRR7497167.210654,2764,NA
SRR7497167.210655,1075,NA
SRR7497167.210656,619,NA
SRR7497167.210657,4648,NA
SRR7497167.210658,1526,NA
SRR7497167.210659,8515,NA
SRR7497167.210660,4225,NA
SRR7497167.210661,7715,NA
SRR7497167.210662,561,NA
SRR7497167.210663,7316,5833
SRR7497167.210664,2670,NA
SRR7497167.210665,1971,NA
SRR7497167.210666,6780,NA
SRR7497167.210667,1524,NA
SRR7497167.210668,1240,NA
SRR7497167.210669,8322,NA
SRR7497167.210670,569,NA
SRR7497167.210671,3465,NA
SRR7497167.210672,696,NA
SRR7497167.210673,6265,NA
SRR7497167.210674,7399,NA
SRR7497167.210675,1443,NA
SRR7497167.210676,722,NA
SRR7497167.210677,1230,NA
SRR7497167.210678,4162,NA
SRR7497167.210679,8357,NA
SRR7497167.210680,7629,666
SRR7497167.210681,7478,NA
SRR7497167.210682,2070,NA
SRR7497167.210683,1137,NA
SRR7497167.210684,7036,NA
SRR7497167.210685,1868,NA
SRR7497167.210686,2000,NA
SRR7497167.210687,7462,5833
SRR7497167.210688,3391,NA
SRR7497167.210689,1526,NA
SRR7497167.210690,525,NA
SRR7497167.210691,4030,NA
SRR7497167.210692,873,NA
SRR7497167.210693,2472,NA
SRR7497167.210694,431,NA
SRR7497167.210695,1997,470
SRR7497167.210696,467,NA
SRR7497167.210697,1340,NA
SRR7497167.210698,3128,NA
SRR7497167.210699,7158,NA
SRR7497167.210700,2808,NA
SRR7497167.210701,7139,NA
SRR7497167.210702,7278,NA
SRR7497167.210703,1891,NA
SRR7497167.210704,7560,NA
SRR7497167.210705,920,NA
SRR7497167.210706,6571,NA
SRR7497167.210707,751,NA
SRR7497167.210708,1127,NA
SRR7497167.210709,4212,NA
SRR7497167.210710,4959,NA
SRR7497167.210711,11300,NA
SRR7497167.210712,12006,NA
SRR7497167.210713,3712,NA
SRR7497167.210714,12441,NA
SRR7497167.210715,2840,NA
SRR7497167.210716,997,NA
SRR7497167.210717,3389,NA
SRR7497167.210718,2138,NA
SRR7497167.210719,6912,NA
SRR7497167.210720,759,NA
SRR7497167.210721,1556,NA
SRR7497167.210722,8064,NA
SRR7497167.210723,1132,NA
SRR7497167.210724,1520,NA
SRR7497167.210725,4791,NA
SRR7497167.210726,5148,NA
SRR7497167.210727,1691,NA
SRR7497167.210728,6472,NA
SRR7497167.210729,3060,NA
SRR7497167.210730,4560,NA
SRR7497167.210731,8169,NA
SRR7497167.210732,4513,NA
SRR7497167.210733,3508,NA
SRR7497167.210734,2965,NA
SRR7497167.210735,3962,NA
SRR7497167.210736,1426,NA
SRR7497167.210737,3316,NA
SRR7497167.210738,1765,NA
SRR7497167.210739,1793,5833
SRR7497167.210740,463,NA
SRR7497167.210741,4334,NA
SRR7497167.210742,783,NA
SRR7497167.210743,5927,NA
SRR7497167.210744,5579,NA
SRR7497167.210745,3517,NA
SRR7497167.210746,4396,NA
SRR7497167.210747,2036,NA
SRR7497167.210748,7802,NA
SRR7497167.210749,1246,NA
SRR7497167.210750,1216,NA
SRR7497167.210751,3352,NA
SRR7497167.210752,6367,NA
SRR7497167.210753,650,NA
SRR7497167.210754,8264,NA
SRR7497167.210755,10688,NA
SRR7497167.210756,4180,NA
SRR7497167.210757,5117,NA
SRR7497167.210758,4468,NA
SRR7497167.210759,7447,NA
SRR7497167.210760,6655,5833
SRR7497167.210761,3546,NA
SRR7497167.210762,1260,NA
SRR7497167.210763,4298,NA
SRR7497167.210764,4858,NA
SRR7497167.210765,530,NA
SRR7497167.210766,8283,NA
SRR7497167.210767,4239,NA
SRR7497167.210768,9001,NA
SRR7497167.210769,7667,NA
SRR7497167.210770,1888,NA
SRR7497167.210771,3005,NA
SRR7497167.210772,719,NA
SRR7497167.210773,8073,NA
SRR7497167.210774,5084,NA
SRR7497167.210775,5713,NA
SRR7497167.210776,7953,NA
SRR7497167.210777,7436,NA
SRR7497167.210778,3556,NA
SRR7497167.210779,1205,NA
SRR7497167.210780,3064,NA
SRR7497167.210781,693,NA
SRR7497167.210782,7528,NA
SRR7497167.210783,5905,NA
SRR7497167.210784,3034,NA
SRR7497167.210785,596,NA
SRR7497167.210786,786,NA
SRR7497167.210787,4048,NA
SRR7497167.210788,8447,NA
SRR7497167.210789,5072,NA
SRR7497167.210790,12498,NA
SRR7497167.210791,3884,NA
SRR7497167.210792,4735,NA
SRR7497167.210793,4257,NA
SRR7497167.210794,5295,5833
SRR7497167.210795,6089,NA
SRR7497167.210796,6485,NA
SRR7497167.210797,8549,NA
SRR7497167.210798,12132,NA
SRR7497167.210799,2936,NA
SRR7497167.210800,3318,NA
SRR7497167.210801,2212,NA
SRR7497167.210802,7756,NA
SRR7497167.210803,931,NA
SRR7497167.210804,1650,NA
SRR7497167.210805,8647,NA
SRR7497167.210806,1745,NA
SRR7497167.210807,1832,NA
SRR7497167.210808,6022,NA
SRR7497167.210809,1917,NA
SRR7497167.210810,1551,NA
SRR7497167.210811,3080,NA
SRR7497167.210812,1302,NA
SRR7497167.210813,3715,NA
SRR7497167.210814,5892,NA
SRR7497167.210815,618,NA
SRR7497167.210816,839,NA
SRR7497167.210817,1973,NA
SRR7497167.210818,6588,NA
SRR7497167.210819,1188,NA
SRR7497167.210820,3257,NA
SRR7497167.210821,508,NA
SRR7497167.210822,825,NA
SRR7497167.210823,8203,NA
SRR7497167.210824,4802,NA
SRR7497167.210825,2478,NA
SRR7497167.210826,616,NA
SRR7497167.210827,2624,NA
SRR7497167.210828,1232,NA
SRR7497167.210829,8223,NA
SRR7497167.210830,5899,NA
SRR7497167.210831,9156,NA
SRR7497167.210832,8372,NA
SRR7497167.210833,2216,NA
SRR7497167.210834,1992,NA
SRR7497167.210835,1586,NA
SRR7497167.210836,2871,NA
SRR7497167.210837,7302,NA
SRR7497167.210838,1871,NA
SRR7497167.210839,6045,5501
SRR7497167.210840,673,NA
SRR7497167.210841,4458,NA
SRR7497167.210842,1959,NA
SRR7497167.210843,2869,NA
SRR7497167.210844,9940,NA
SRR7497167.210845,2140,NA
SRR7497167.210846,697,NA
SRR7497167.210847,1028,NA
SRR7497167.210848,2692,NA
SRR7497167.210849,1349,NA
SRR7497167.210850,9320,NA
SRR7497167.210851,5093,NA
SRR7497167.210852,2245,NA
SRR7497167.210853,1541,5833
SRR7497167.210854,1176,NA
SRR7497167.210855,1783,NA
SRR7497167.210856,2626,NA
SRR7497167.210857,9450,5833
SRR7497167.210858,1200,NA
SRR7497167.210859,1326,NA
SRR7497167.210860,905,NA
SRR7497167.210861,729,NA
SRR7497167.210862,1586,NA
SRR7497167.210863,596,NA
SRR7497167.210864,3567,NA
SRR7497167.210865,2058,NA
SRR7497167.210866,2284,NA
SRR7497167.210867,339,NA
SRR7497167.210868,3398,5833
SRR7497167.210869,5432,NA
SRR7497167.210870,7065,5501
SRR7497167.210871,2150,NA
SRR7497167.210872,9961,NA
SRR7497167.210873,2025,NA
SRR7497167.210874,2421,NA
SRR7497167.210875,1868,NA
SRR7497167.210876,4469,NA
SRR7497167.210877,2618,NA
SRR7497167.210878,1535,NA
SRR7497167.210879,9582,5833
SRR7497167.210880,1913,NA
SRR7497167.210881,744,NA
SRR7497167.210882,1787,NA
SRR7497167.210883,1978,NA
SRR7497167.210884,397,NA
SRR7497167.210885,459,NA
SRR7497167.210886,5387,NA
SRR7497167.210887,500,NA
SRR7497167.210888,1956,NA
SRR7497167.210889,606,NA
SRR7497167.210890,5866,NA
SRR7497167.210891,3756,NA
SRR7497167.210892,1243,NA
SRR7497167.210893,1303,NA
SRR7497167.210894,908,NA
SRR7497167.210895,2196,NA
SRR7497167.210896,4984,NA
SRR7497167.210897,9777,NA
SRR7497167.210898,2877,NA
SRR7497167.210899,1845,NA
SRR7497167.210900,3534,NA
SRR7497167.210901,2478,NA
SRR7497167.210902,6254,NA
SRR7497167.210903,934,NA
SRR7497167.210904,7643,NA
SRR7497167.210905,7907,NA
SRR7497167.210906,5008,NA
SRR7497167.210907,782,NA
SRR7497167.210908,1693,NA
SRR7497167.210909,8642,NA
SRR7497167.210910,6946,NA
SRR7497167.210911,9124,NA
SRR7497167.210912,2560,NA
SRR7497167.210913,1237,NA
SRR7497167.210914,7396,NA
SRR7497167.210915,1481,NA
SRR7497167.210916,5396,NA
SRR7497167.210917,7535,NA
SRR7497167.210918,3003,NA
SRR7497167.210919,12289,NA
SRR7497167.210920,8151,NA
SRR7497167.210921,650,NA
SRR7497167.210922,8897,NA
SRR7497167.210923,8083,NA
SRR7497167.210924,2117,NA
SRR7497167.210925,2978,NA
SRR7497167.210926,6946,NA
SRR7497167.210927,2313,NA
SRR7497167.210928,1026,NA
SRR7497167.210929,5787,NA
SRR7497167.210930,3285,NA
SRR7497167.210931,3146,NA
SRR7497167.210932,2535,NA
SRR7497167.210933,3428,NA
SRR7497167.210934,10006,NA
SRR7497167.210935,2401,NA
SRR7497167.210936,3685,NA
SRR7497167.210937,5828,NA
SRR7497167.210938,8091,NA
SRR7497167.210939,2892,NA
SRR7497167.210940,726,NA
SRR7497167.210941,3901,NA
SRR7497167.210942,5384,NA
SRR7497167.210943,4580,NA
SRR7497167.210944,3778,NA
SRR7497167.210945,2182,NA
SRR7497167.210946,9841,NA
SRR7497167.210947,5006,NA
SRR7497167.210948,2211,NA
SRR7497167.210949,3936,NA
SRR7497167.210950,3914,NA
SRR7497167.210951,3333,NA
SRR7497167.210952,731,NA
SRR7497167.210953,955,NA
SRR7497167.210954,586,NA
SRR7497167.210955,2513,NA
SRR7497167.210956,1856,NA
SRR7497167.210957,7781,NA
SRR7497167.210958,641,NA
SRR7497167.210959,4564,NA
SRR7497167.210960,4043,NA
SRR7497167.210961,5627,NA
SRR7497167.210962,5583,NA
SRR7497167.210963,958,NA
SRR7497167.210964,6584,NA
SRR7497167.210965,9182,727
SRR7497167.210966,2911,NA
SRR7497167.210967,1663,NA
SRR7497167.210968,3303,NA
SRR7497167.210969,11455,NA
SRR7497167.210970,2654,NA
SRR7497167.210971,2263,NA
SRR7497167.210972,4111,NA
SRR7497167.210973,3037,NA
SRR7497167.210974,4734,NA
SRR7497167.210975,6527,NA
SRR7497167.210976,8467,NA
SRR7497167.210977,8721,NA
SRR7497167.210978,8879,5833
SRR7497167.210979,6949,NA
SRR7497167.210980,2385,NA
SRR7497167.210981,1722,NA
SRR7497167.210982,883,NA
SRR7497167.210983,4731,5833
SRR7497167.210984,6346,NA
SRR7497167.210985,3900,NA
SRR7497167.210986,3665,NA
SRR7497167.210987,1094,NA
SRR7497167.210988,3857,NA
SRR7497167.210989,507,NA
SRR7497167.210990,3623,NA
SRR7497167.210991,8953,NA
SRR7497167.210992,1011,NA
SRR7497167.210993,1149,NA
SRR7497167.210994,9792,NA
SRR7497167.210995,9652,NA
SRR7497167.210996,3391,NA
SRR7497167.210997,6767,NA
SRR7497167.210998,1268,NA
SRR7497167.210999,1215,NA
SRR7497167.211000,1257,NA
SRR7497167.211001,869,NA
SRR7497167.211002,10079,NA
SRR7497167.211003,3532,NA
SRR7497167.211004,584,NA
SRR7497167.211005,4279,NA
SRR7497167.211006,811,NA
SRR7497167.211007,9598,NA
SRR7497167.211008,781,NA
SRR7497167.211009,916,NA
SRR7497167.211010,7043,NA
SRR7497167.211011,9716,NA
SRR7497167.211012,6071,NA
SRR7497167.211013,1776,NA
SRR7497167.211014,2091,NA
SRR7497167.211015,2035,NA
SRR7497167.211016,2318,NA
SRR7497167.211017,2840,NA
SRR7497167.211018,5046,NA
SRR7497167.211019,718,NA
SRR7497167.211020,2053,NA
SRR7497167.211021,1000,NA
SRR7497167.211022,1024,NA
SRR7497167.211023,6839,NA
SRR7497167.211024,3385,NA
SRR7497167.211025,1582,NA
SRR7497167.211026,5601,NA
SRR7497167.211027,8318,NA
SRR7497167.211028,2062,NA
SRR7497167.211029,811,NA
SRR7497167.211030,6726,NA
SRR7497167.211031,4032,480
SRR7497167.211032,7739,NA
SRR7497167.211033,7024,NA
SRR7497167.211034,8773,NA
SRR7497167.211035,7873,NA
SRR7497167.211036,1271,NA
SRR7497167.211037,2079,NA
SRR7497167.211038,3406,NA
SRR7497167.211039,5219,5833
SRR7497167.211040,8629,NA
SRR7497167.211041,6126,NA
SRR7497167.211042,2603,NA
SRR7497167.211043,7959,NA
SRR7497167.211044,1493,NA
SRR7497167.211045,8237,NA
SRR7497167.211046,2091,NA
SRR7497167.211047,559,NA
SRR7497167.211048,2043,666
SRR7497167.211049,1338,NA
SRR7497167.211050,451,NA
SRR7497167.211051,10338,NA
SRR7497167.211052,13375,NA
SRR7497167.211053,1249,NA
SRR7497167.211054,2544,NA
SRR7497167.211055,1168,NA
SRR7497167.211056,2117,NA
SRR7497167.211057,7068,NA
SRR7497167.211058,3313,NA
SRR7497167.211059,2555,NA
SRR7497167.211060,3610,NA
SRR7497167.211061,11361,NA
SRR7497167.211062,3654,NA
SRR7497167.211063,1273,NA
SRR7497167.211064,7497,NA
SRR7497167.211065,1927,NA
SRR7497167.211066,5348,NA
SRR7497167.211067,3734,NA
SRR7497167.211068,4478,NA
SRR7497167.211069,2778,NA
SRR7497167.211070,4254,NA
SRR7497167.211071,3015,NA
SRR7497167.211072,2450,NA
SRR7497167.211073,4437,NA
SRR7497167.211074,4003,NA
SRR7497167.211075,914,NA
SRR7497167.211076,646,NA
SRR7497167.211077,3104,NA
SRR7497167.211078,3843,NA
SRR7497167.211079,2907,NA
SRR7497167.211080,5060,NA
SRR7497167.211081,604,NA
SRR7497167.211082,7401,NA
SRR7497167.211083,527,NA
SRR7497167.211084,4060,NA
SRR7497167.211085,1382,NA
SRR7497167.211086,3705,NA
SRR7497167.211087,7589,NA
SRR7497167.211088,2610,NA
SRR7497167.211089,374,NA
SRR7497167.211090,754,NA
SRR7497167.211091,3663,5833
SRR7497167.211092,12811,NA
SRR7497167.211093,1870,NA
SRR7497167.211094,606,NA
SRR7497167.211095,1969,NA
SRR7497167.211096,4784,NA
SRR7497167.211097,664,NA
SRR7497167.211098,1628,NA
SRR7497167.211099,4002,NA
SRR7497167.211100,3971,NA
SRR7497167.211101,12213,NA
SRR7497167.211102,6999,NA
SRR7497167.211103,3602,NA
SRR7497167.211104,1554,NA
SRR7497167.211105,1309,NA
SRR7497167.211106,4617,NA
SRR7497167.211107,4044,NA
SRR7497167.211108,791,NA
SRR7497167.211109,1409,NA
SRR7497167.211110,8535,NA
SRR7497167.211111,2703,NA
SRR7497167.211112,8345,NA
SRR7497167.211113,4528,NA
SRR7497167.211114,2350,NA
SRR7497167.211115,1717,NA
SRR7497167.211116,1175,NA
SRR7497167.211117,3775,NA
SRR7497167.211118,2317,NA
SRR7497167.211119,2763,NA
SRR7497167.211120,1713,NA
SRR7497167.211121,1078,NA
SRR7497167.211122,1422,NA
SRR7497167.211123,849,NA
SRR7497167.211124,8699,NA
SRR7497167.211125,4944,NA
SRR7497167.211126,5369,NA
SRR7497167.211127,1966,NA
SRR7497167.211128,4006,NA
SRR7497167.211129,3536,NA
SRR7497167.211130,2095,NA
SRR7497167.211131,2995,NA
SRR7497167.211132,1975,NA
SRR7497167.211133,5675,NA
SRR7497167.211134,7523,NA
SRR7497167.211135,6346,NA
SRR7497167.211136,1683,NA
SRR7497167.211137,1739,NA
SRR7497167.211138,7555,NA
SRR7497167.211139,1887,NA
SRR7497167.211140,2154,NA
SRR7497167.211141,7852,NA
SRR7497167.211142,6993,5833
SRR7497167.211143,6437,NA
SRR7497167.211144,5777,NA
SRR7497167.211145,1071,NA
SRR7497167.211146,1553,NA
SRR7497167.211147,1357,NA
SRR7497167.211148,311,NA
SRR7497167.211149,10541,NA
SRR7497167.211150,3578,NA
SRR7497167.211151,9739,NA
SRR7497167.211152,2551,NA
SRR7497167.211153,8863,NA
SRR7497167.211154,1491,NA
SRR7497167.211155,869,NA
SRR7497167.211156,2451,NA
SRR7497167.211157,3191,NA
SRR7497167.211158,2786,NA
SRR7497167.211159,5800,NA
SRR7497167.211160,1639,NA
SRR7497167.211161,5516,NA
SRR7497167.211162,8746,NA
SRR7497167.211163,4401,NA
SRR7497167.211164,2904,NA
SRR7497167.211165,1992,NA
SRR7497167.211166,1582,NA
SRR7497167.211167,2984,NA
SRR7497167.211168,4092,NA
SRR7497167.211169,2769,NA
SRR7497167.211170,4269,NA
SRR7497167.211171,1470,NA
SRR7497167.211172,3732,NA
SRR7497167.211173,4925,NA
SRR7497167.211174,2694,NA
SRR7497167.211175,1097,NA
SRR7497167.211176,3937,NA
SRR7497167.211177,5526,NA
SRR7497167.211178,3472,NA
SRR7497167.211179,2174,NA
SRR7497167.211180,8926,NA
SRR7497167.211181,2840,NA
SRR7497167.211182,1281,NA
SRR7497167.211183,1259,NA
SRR7497167.211184,2732,NA
SRR7497167.211185,4987,NA
SRR7497167.211186,705,NA
SRR7497167.211187,619,NA
SRR7497167.211188,3669,NA
SRR7497167.211189,2053,NA
SRR7497167.211190,2099,NA
SRR7497167.211191,7253,NA
SRR7497167.211192,832,NA
SRR7497167.211193,3146,NA
SRR7497167.211194,1464,NA
SRR7497167.211195,8137,NA
SRR7497167.211196,1576,NA
SRR7497167.211197,506,NA
SRR7497167.211198,1195,NA
SRR7497167.211199,9267,NA
SRR7497167.211200,7231,NA
SRR7497167.211201,2272,NA
SRR7497167.211202,853,NA
SRR7497167.211203,7173,NA
SRR7497167.211204,1378,NA
SRR7497167.211205,7454,NA
SRR7497167.211206,4671,NA
SRR7497167.211207,2201,NA
SRR7497167.211208,9314,NA
SRR7497167.211209,2682,5501
SRR7497167.211210,2871,NA
SRR7497167.211211,4522,5501
SRR7497167.211212,7550,NA
SRR7497167.211213,8101,NA
SRR7497167.211214,4275,NA
SRR7497167.211215,620,NA
SRR7497167.211216,10842,NA
SRR7497167.211217,8101,NA
SRR7497167.211218,5511,NA
SRR7497167.211219,1585,NA
SRR7497167.211220,427,NA
SRR7497167.211221,6370,NA
SRR7497167.211222,1539,NA
SRR7497167.211223,9287,NA
SRR7497167.211224,7419,NA
SRR7497167.211225,4018,NA
SRR7497167.211226,957,NA
SRR7497167.211227,3119,NA
SRR7497167.211228,539,NA
SRR7497167.211229,5044,NA
SRR7497167.211230,2778,NA
SRR7497167.211231,3120,NA
